"영업월","역사","승하차 구분","00시 통행량","01시 통행량","02시 통행량","03시 통행량","04시 통행량","05시 통행량","06시 통행량","07시 통행량","08시 통행량","09시 통행량","10시 통행량","11시 통행량","12시 통행량","13시 통행량","14시 통행량","15시 통행량","16시 통행량","17시 통행량","18시 통행량","19시 통행량","20시 통행량","21시 통행량","22시 통행량","23시 통행량"
"2025-08","노은역","승차","129","16","0","0","1","1153","2452","7002","11072","6263","5862","6108","6413","6275","6232","7642","8408","9391","10349","6107","5265","5361","4005","1700"
"2025-08","노은역","하차","971","195","0","0","0","511","1307","4320","8618","6565","5256","5404","5662","6684","7479","7809","9373","10242","15035","7926","5591","5354","5292","2836"
"2025-08","대동역","승차","78","3","0","0","13","2283","4259","9770","15369","8020","6976","6517","6967","6618","5778","6916","9300","9319","9054","4646","3309","2954","1669","912"
"2025-08","대동역","하차","1677","151","1","0","10","579","1254","4803","7246","3471","3461","4169","4371","4923","5144","6421","7597","8727","12748","6790","6362","6374","6778","4262"
"2025-08","대전역","승차","2570","64","0","0","25","751","5893","13714","18300","18271","21709","23734","26269","23379","27382","30094","31498","31876","32490","25038","21324","21743","17378","10125"
"2025-08","대전역","하차","311","69","0","0","33","4966","12926","22153","27506","23517","23937","26682","22184","24344","24294","25826","28006","27568","29619","18253","14959","10400","5305","1946"
"2025-08","반석역","승차","195","13","6","0","8","2097","5445","18967","24997","13376","10338","9822","9612","10136","9737","10471","12420","15282","19304","8717","6831","6288","5092","2851"
"2025-08","반석역","하차","1899","669","6","0","8","1033","4321","8726","13686","6856","5788","6508","7214","8172","8713","9771","13204","17864","25032","11774","9935","10859","10143","5486"
"2025-08","서대전네거리역","승차","254","25","0","0","78","2981","4342","11360","19373","9479","9345","9917","9699","10120","9576","9832","11383","13653","14807","8204","6370","5146","3673","2456"
"2025-08","서대전네거리역","하차","1658","212","0","0","39","1009","2198","5963","14209","8628","7528","8509","8425","9817","9475","10671","13117","16635","23421","11870","9462","8962","8205","4428"
"2025-08","시청역","승차","234","22","5","3","29","1269","2736","5570","9732","7020","8236","10277","11038","11322","11327","13625","17271","23747","32970","13832","14023","12132","13930","5524"
"2025-08","시청역","하차","1896","301","4","3","26","1550","4039","12364","38480","18184","11510","10271","11168","12456","12051","12236","15301","15982","20047","10056","7628","6735","5619","3619"
"2025-08","신흥역","승차","32","1","0","0","0","1894","2705","8677","11748","5047","3534","3250","3300","3477","2947","2785","3078","4030","3893","2374","1507","1014","659","215"
"2025-08","신흥역","하차","882","82","0","0","1","266","855","1384","2255","1478","1663","2068","2547","2390","2596","3457","4827","5794","9722","5095","4111","4407","4004","2076"
"2025-08","오룡역","승차","122","10","0","0","18","2425","3357","9181","16917","6652","5854","6673","6316","6265","5571","5835","7934","9311","15567","5188","3164","2398","1622","843"
"2025-08","오룡역","하차","819","86","0","0","8","438","1692","4407","13653","6100","4016","4307","4533","4751","4691","5929","6617","8660","13613","6062","5129","4802","4855","3141"
"2025-08","용문역","승차","198","27","0","0","48","3551","5920","13294","24756","10974","11307","11610","12657","13990","13672","12962","14367","15911","14306","9098","7936","7419","4212","2838"
"2025-08","용문역","하차","1746","288","0","0","39","819","2557","6034","15091","11804","9858","12089","10449","11102","11588","12905","14241","17531","26944","14747","9943","10382","8465","5702"
"2025-08","월드컵경기장역","승차","19","3","0","0","0","744","2266","5226","10637","5022","4354","3849","3545","4227","3908","4441","4926","5393","6280","2985","2198","3314","975","337"
"2025-08","월드컵경기장역","하차","805","131","0","0","0","369","1211","3356","5115","3238","2797","2859","2907","2863","3098","3430","4681","5768","9104","3967","3170","3647","3398","1869"
"2025-08","월평역","승차","108","8","0","0","9","2020","3036","6460","11339","6273","5218","5407","5332","5475","5434","5537","6245","7325","8295","4455","3608","3346","2486","1139"
"2025-08","월평역","하차","1158","226","0","0","6","463","908","2626","6192","4254","4256","4543","4814","5101","5358","6047","6725","8624","11758","7061","5596","6025","5232","3726"
"2025-08","유성온천역","승차","437","36","4","0","13","2762","6149","16026","29075","14324","12791","13823","14932","15351","15024","16820","19129","21683","22210","13441","11238","10087","6141","4132"
"2025-08","유성온천역","하차","3591","727","1","2","14","2091","3405","8753","18248","13685","11569","13363","12854","12804","14395","15604","18620","24373","35389","17467","14554","14753","14831","8695"
"2025-08","정부청사역","승차","122","6","0","0","21","999","2077","4714","8547","6093","6669","7569","7729","8164","9097","11621","15228","22294","39483","11101","8682","6888","4506","1875"
"2025-08","정부청사역","하차","1395","199","0","0","15","2081","4654","13706","47599","14514","9012","8322","9463","9452","9150","9132","9738","11107","12706","6865","5616","5886","4656","2417"
"2025-08","중구청역","승차","879","18","0","0","42","804","1490","3799","6399","3108","2942","3502","3953","4023","4087","4944","6410","7231","8826","3461","3216","3202","2680","979"
"2025-08","중구청역","하차","228","47","0","0","42","416","1582","4310","10688","4986","3402","3969","4389","5283","5146","5135","5484","6417","8137","4187","2864","2488","1977","1140"
"2025-08","중앙로역","승차","11953","69","0","0","8","747","1236","3299","6734","4755","5827","8324","10720","14833","17059","21078","24732","28093","31449","23451","24796","27357","22731","15719"
"2025-08","중앙로역","하차","396","66","0","0","5","799","1713","5104","18017","13969","16805","22776","25318","25277","25946","25212","25759","30955","31601","20962","13421","9328","4696","1953"
"2025-08","지족역","승차","87","31","0","0","1","810","1613","3812","5228","3286","2714","2875","3045","3077","3150","3626","4008","5243","9954","2849","1917","1706","942","500"
"2025-08","지족역","하차","649","182","0","0","0","389","936","2881","11679","3477","1919","2088","2349","2515","2376","2574","3211","3935","4931","3099","2513","2671","2724","1849"
"2025-08","탄방역","승차","71","8","0","0","0","1482","2872","6330","10654","6203","5837","6962","6178","6621","7112","8326","8775","13169","18356","6310","4987","5344","5184","1292"
"2025-08","탄방역","하차","1270","166","0","0","0","952","2693","7389","24515","10652","6714","6110","6697","8362","6580","6416","7686","9710","13764","6908","4902","4944","4135","3055"
"2025-08","판암역","승차","67","11","0","0","36","2770","4669","11014","15938","8825","7112","6815","7742","7447","6643","6776","7266","8376","8544","3971","3246","2122","1222","530"
"2025-08","판암역","하차","1888","171","0","0","23","396","1875","3696","6204","3786","4403","5121","5192","5465","5941","7296","9061","10146","12900","7073","5962","6474","5940","3039"
"2025-08","현충원역","승차","26","2","0","0","0","452","1034","3192","6545","3499","3410","3504","3709","4316","3990","4053","4315","4601","5517","2347","1831","1466","739","169"
"2025-08","현충원역","하차","409","154","0","0","0","278","1014","2001","3737","2689","2764","2764","2347","2020","2056","2370","2803","3474","4772","2387","2167","2513","2330","1191"
